frame,time_s,Kc,Kh,target_speed,target_heading_deg,heading_error_deg,heading_correction,error_L,error_R,command_L,command_R,left_speed,right_speed,v,w,theta_deg,x,y
480,7.68,2.0,40.0,100.0,0.0,-2.2033,-1.5382,33.8461,30.7693,67.6922,61.5386,67.6921,67.6925,67.6923,0.0,2.2033,709.72,257.97
483,7.728,2.0,40.0,100.0,0.0,-2.2033,-1.5382,33.8461,30.7693,67.6922,61.5385,67.6921,67.6925,67.6923,0.0,2.2033,712.96,258.1
486,7.776,2.0,40.0,100.0,0.0,-2.2033,-1.5382,33.8461,30.7693,67.6922,61.5385,67.6921,67.6925,67.6923,0.0,2.2033,716.21,258.22
489,7.824,2.0,40.0,100.0,0.0,-2.2034,-1.5382,33.8461,30.7693,67.6922,61.5385,67.6921,67.6925,67.6923,0.0,2.2034,719.46,258.35
492,7.872,2.0,40.0,100.0,0.0,-2.2034,-1.5382,33.8461,30.7693,67.6922,61.5385,67.6921,67.6925,67.6923,0.0,2.2034,722.7,258.47
495,7.92,2.0,40.0,100.0,0.0,-2.2034,-1.5383,33.8461,30.7693,67.6922,61.5385,67.6921,67.6925,67.6923,0.0,2.2034,725.95,258.6
498,7.968,2.0,40.0,100.0,0.0,-2.2034,-1.5383,33.8461,30.7693,67.6922,61.5385,67.6922,67.6925,67.6923,0.0,2.2034,729.2,258.72
501,8.016,2.0,40.0,100.0,0.0,-2.2034,-1.5383,33.8461,30.7693,67.6922,61.5385,67.6922,67.6925,67.6923,0.0,2.2034,732.44,258.85
504,8.064,2.0,40.0,100.0,0.0,-2.2034,-1.5383,33.8461,30.7693,67.6922,61.5385,67.6922,67.6925,67.6923,0.0,2.2034,735.69,258.97
507,8.112,2.0,40.0,100.0,0.0,-2.2034,-1.5383,33.8461,30.7693,67.6922,61.5385,67.6922,67.6924,67.6923,0.0,2.2034,738.94,259.1
510,8.16,2.0,40.0,100.0,0.0,-2.2035,-1.5383,33.8461,30.7693,67.6922,61.5385,67.6922,67.6924,67.6923,0.0,2.2035,742.18,259.22
513,8.208,2.0,40.0,100.0,0.0,-2.2035,-1.5383,33.8461,30.7693,67.6923,61.5385,67.6922,67.6924,67.6923,0.0,2.2035,745.43,259.35
516,8.256,2.0,40.0,100.0,0.0,-2.2035,-1.5383,33.8461,30.7693,67.6923,61.5385,67.6922,67.6924,67.6923,0.0,2.2035,748.68,259.47
519,8.304,2.0,40.0,100.0,0.0,-2.2035,-1.5383,33.8461,30.7693,67.6923,61.5385,67.6922,67.6924,67.6923,0.0,2.2035,751.92,259.6
522,8.352,2.0,40.0,100.0,0.0,-2.2035,-1.5383,33.8461,30.7693,67.6923,61.5385,67.6922,67.6924,67.6923,0.0,2.2035,755.17,259.72
525,8.4,2.0,40.0,100.0,0.0,-2.2035,-1.5383,33.8461,30.7693,67.6923,61.5385,67.6922,67.6924,67.6923,0.0,2.2035,758.42,259.85
528,8.448,2.0,40.0,100.0,0.0,-2.2035,-1.5383,33.8461,30.7693,67.6923,61.5385,67.6922,67.6924,67.6923,0.0,2.2035,761.66,259.97
531,8.496,2.0,40.0,100.0,0.0,-2.2035,-1.5384,33.8461,30.7692,67.6923,61.5385,67.6922,67.6924,67.6923,0.0,2.2035,764.91,260.1
534,8.544,2.0,40.0,100.0,0.0,-2.2035,-1.5384,33.8461,30.7692,67.6923,61.5385,67.6922,67.6924,67.6923,0.0,2.2035,768.16,260.22
537,8.592,2.0,40.0,100.0,0.0,-2.2035,-1.5384,33.8461,30.7692,67.6923,61.5385,67.6922,67.6924,67.6923,0.0,2.2035,771.41,260.35
540,8.64,2.0,40.0,100.0,0.0,-2.2035,-1.5384,33.8461,30.7692,67.6923,61.5385,67.6922,67.6924,67.6923,0.0,2.2036,774.65,260.47
543,8.688,2.0,40.0,100.0,0.0,-2.2036,-1.5384,33.8461,30.7692,67.6923,61.5385,67.6922,67.6924,67.6923,0.0,2.2036,777.9,260.6
546,8.736,2.0,40.0,100.0,0.0,-2.2036,-1.5384,33.8461,30.7692,67.6923,61.5385,67.6922,67.6924,67.6923,0.0,2.2036,781.15,260.72
549,8.784,2.0,40.0,100.0,0.0,-2.2036,-1.5384,33.8461,30.7692,67.6923,61.5385,67.6922,67.6924,67.6923,0.0,2.2036,784.39,260.85
552,8.832,2.0,40.0,100.0,0.0,-2.2036,-1.5384,33.8461,30.7692,67.6923,61.5385,67.6922,67.6924,67.6923,0.0,2.2036,787.64,260.97
555,8.88,2.0,40.0,100.0,0.0,-2.2036,-1.5384,33.8461,30.7692,67.6923,61.5385,67.6922,67.6924,67.6923,0.0,2.2036,790.89,261.1
558,8.928,2.0,40.0,100.0,0.0,-2.2036,-1.5384,33.8461,30.7692,67.6923,61.5385,67.6923,67.6924,67.6923,0.0,2.2036,794.13,261.22
561,8.976,2.0,40.0,100.0,0.0,-2.2036,-1.5384,33.8461,30.7692,67.6923,61.5385,67.6923,67.6924,67.6923,0.0,2.2036,797.38,261.35
564,9.024,2.0,40.0,100.0,0.0,-2.2036,-1.5384,33.8461,30.7692,67.6923,61.5385,67.6923,67.6924,67.6923,0.0,2.2036,800.63,261.47
567,9.072,2.0,40.0,100.0,0.0,-2.2036,-1.5384,33.8461,30.7692,67.6923,61.5385,67.6923,67.6924,67.6923,0.0,2.2036,803.87,261.6
570,9.12,2.0,40.0,100.0,0.0,-2.2036,-1.5384,33.8461,30.7692,67.6923,61.5385,67.6923,67.6924,67.6923,0.0,2.2036,807.12,261.72
573,9.168,2.0,40.0,100.0,0.0,-2.2036,-1.5384,33.8461,30.7692,67.6923,61.5385,67.6923,67.6924,67.6923,0.0,2.2036,810.37,261.85
576,9.216,2.0,40.0,100.0,0.0,-2.2036,-1.5384,33.8461,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2036,813.61,261.97
579,9.264,2.0,40.0,100.0,0.0,-2.2036,-1.5384,33.8461,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2036,816.86,262.1
582,9.312,2.0,40.0,100.0,0.0,-2.2036,-1.5384,33.8461,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2036,820.11,262.22
585,9.36,2.0,40.0,100.0,0.0,-2.2036,-1.5384,33.8461,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2036,823.35,262.35
588,9.408,2.0,40.0,100.0,0.0,-2.2036,-1.5384,33.8461,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2036,826.6,262.47
591,9.456,2.0,40.0,100.0,0.0,-2.2036,-1.5384,33.8461,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2036,829.85,262.6
594,9.504,2.0,40.0,100.0,0.0,-2.2036,-1.5384,33.8461,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2036,833.1,262.72
597,9.552,2.0,40.0,100.0,0.0,-2.2036,-1.5384,33.8461,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2036,836.34,262.85
600,9.6,2.0,40.0,100.0,0.0,-2.2036,-1.5384,33.8461,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2036,839.59,262.97
603,9.648,2.0,40.0,100.0,0.0,-2.2036,-1.5384,33.8461,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2036,842.84,263.1
606,9.696,2.0,40.0,100.0,0.0,-2.2036,-1.5384,33.8461,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2036,846.08,263.22
609,9.744,2.0,40.0,100.0,0.0,-2.2036,-1.5384,33.8461,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2036,849.33,263.35
612,9.792,2.0,40.0,100.0,0.0,-2.2036,-1.5384,33.8461,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2036,852.58,263.47
615,9.84,2.0,40.0,100.0,0.0,-2.2036,-1.5384,33.8461,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2036,855.82,263.6
618,9.888,2.0,40.0,100.0,0.0,-2.2036,-1.5384,33.8461,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2036,859.07,263.72
621,9.936,2.0,40.0,100.0,0.0,-2.2037,-1.5384,33.8461,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,862.32,263.85
624,9.984,2.0,40.0,100.0,0.0,-2.2037,-1.5384,33.8461,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,865.56,263.97
627,10.032,2.0,40.0,100.0,0.0,-2.2037,-1.5384,33.8461,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,868.81,264.1
630,10.08,2.0,40.0,100.0,0.0,-2.2037,-1.5384,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,872.06,264.22
633,10.128,2.0,40.0,100.0,0.0,-2.2037,-1.5384,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,875.3,264.35
636,10.176,2.0,40.0,100.0,0.0,-2.2037,-1.5384,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,878.55,264.47
639,10.224,2.0,40.0,100.0,0.0,-2.2037,-1.5384,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,881.8,264.59
642,10.272,2.0,40.0,100.0,0.0,-2.2037,-1.5384,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,885.04,264.72
645,10.32,2.0,40.0,100.0,0.0,-2.2037,-1.5384,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,888.29,264.84
648,10.368,2.0,40.0,100.0,0.0,-2.2037,-1.5384,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,891.54,264.97
651,10.416,2.0,40.0,100.0,0.0,-2.2037,-1.5384,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,894.78,265.09
654,10.464,2.0,40.0,100.0,0.0,-2.2037,-1.5384,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,898.03,265.22
657,10.512,2.0,40.0,100.0,0.0,-2.2037,-1.5384,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,1.28,265.34
660,10.56,2.0,40.0,100.0,0.0,-2.2037,-1.5384,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,4.53,265.47
663,10.608,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,7.77,265.59
666,10.656,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,11.02,265.72
669,10.704,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,14.27,265.84
672,10.752,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,17.51,265.97
675,10.8,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,20.76,266.09
678,10.848,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,24.01,266.22
681,10.896,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,27.25,266.34
684,10.944,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,30.5,266.47
687,10.992,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,33.75,266.59
690,11.04,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,36.99,266.72
693,11.088,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,40.24,266.84
696,11.136,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,43.49,266.97
699,11.184,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,46.73,267.09
702,11.232,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,49.98,267.22
705,11.28,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,53.23,267.34
708,11.328,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,56.47,267.47
711,11.376,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,59.72,267.59
714,11.424,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,62.97,267.72
717,11.472,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,66.22,267.84
720,11.52,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,69.46,267.97
723,11.568,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,72.71,268.09
726,11.616,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,75.96,268.22
729,11.664,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,79.2,268.34
732,11.712,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,82.45,268.47
735,11.76,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,85.7,268.59
738,11.808,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,88.94,268.72
741,11.856,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,92.19,268.84
744,11.904,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,95.44,268.97
747,11.952,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,98.68,269.09
750,12.0,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,101.93,269.22
753,12.048,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,105.18,269.34
756,12.096,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,108.42,269.47
759,12.144,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,111.67,269.59
762,12.192,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,114.92,269.72
765,12.24,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,118.16,269.84
768,12.288,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,121.41,269.97
771,12.336,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,124.66,270.09
774,12.384,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,127.9,270.22
777,12.432,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,131.15,270.34
780,12.48,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,134.4,270.47
783,12.528,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,137.65,270.59
786,12.576,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,140.89,270.72
789,12.624,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,144.14,270.84
792,12.672,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,147.39,270.97
795,12.72,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,150.63,271.09
798,12.768,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,153.88,271.22
801,12.816,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,157.13,271.34
804,12.864,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,160.37,271.47
807,12.912,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,163.62,271.59
810,12.96,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,166.87,271.72
813,13.008,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,170.11,271.84
816,13.056,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,173.36,271.97
819,13.104,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,176.61,272.09
822,13.152,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,179.85,272.22
825,13.2,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,183.1,272.34
828,13.248,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,186.35,272.47
831,13.296,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,189.59,272.59
834,13.344,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,192.84,272.72
837,13.392,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,196.09,272.84
840,13.44,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,199.34,272.97
843,13.488,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,202.58,273.09
846,13.536,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,205.83,273.22
849,13.584,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,209.08,273.34
852,13.632,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,212.32,273.47
855,13.68,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,215.57,273.59
858,13.728,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,218.82,273.72
861,13.776,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,222.06,273.84
864,13.824,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,225.31,273.97
867,13.872,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,228.56,274.09
870,13.92,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,231.8,274.22
873,13.968,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,235.05,274.34
876,14.016,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,238.3,274.47
879,14.064,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,241.54,274.59
882,14.112,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,244.79,274.72
885,14.16,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,248.04,274.84
888,14.208,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,251.28,274.96
891,14.256,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,254.53,275.09
894,14.304,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,257.78,275.21
897,14.352,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,261.02,275.34
900,14.4,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,264.27,275.46
903,14.448,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,267.52,275.59
906,14.496,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,270.77,275.71
909,14.544,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,274.01,275.84
912,14.592,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,277.26,275.96
915,14.64,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,280.51,276.09
918,14.688,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,283.75,276.21
921,14.736,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,287.0,276.34
924,14.784,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,290.25,276.46
927,14.832,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,293.49,276.59
930,14.88,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,296.74,276.71
933,14.928,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,299.99,276.84
936,14.976,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,303.23,276.96
939,15.024,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,306.48,277.09
942,15.072,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,309.73,277.21
945,15.12,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,312.97,277.34
948,15.168,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,316.22,277.46
951,15.216,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,319.47,277.59
954,15.264,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,322.71,277.71
957,15.312,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,325.96,277.84
960,15.36,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,329.21,277.96
