frame,time_s,Kc,target_speed,left_gain,right_gain,tau,error_L,error_R,command_L,command_R,left_speed,right_speed,v,w,theta_deg,x,y
3,0.048,2.0,100.0,1.0,1.1,0.5,87.8144,86.6409,175.6288,173.2818,17.4158,19.0311,18.2235,0.0269,0.052,150.6,300.0
6,0.096,2.0,100.0,1.0,1.1,0.5,73.5819,71.3078,147.1639,142.6156,30.2819,32.7941,31.538,0.0419,0.156,151.92,300.0
9,0.144,2.0,100.0,1.0,1.1,0.5,63.0675,60.2191,126.1351,120.4383,39.787,42.7473,41.2671,0.0493,0.286,153.76,300.01
12,0.192,2.0,100.0,1.0,1.1,0.5,55.2999,52.2,110.5997,104.4,46.8089,49.9453,48.3771,0.0523,0.428,155.97,300.03
15,0.24,2.0,100.0,1.0,1.1,0.5,49.5614,46.4007,99.1228,92.8014,51.9965,55.1507,53.5736,0.0526,0.572,158.47,300.05
18,0.288,2.0,100.0,1.0,1.1,0.5,45.322,42.2067,90.6441,84.4135,55.8289,58.9152,57.3721,0.0514,0.715,161.16,300.08
21,0.336,2.0,100.0,1.0,1.1,0.5,42.1901,39.1737,84.3803,78.3475,58.6601,61.6377,60.1489,0.0496,0.853,164.01,300.12
24,0.384,2.0,100.0,1.0,1.1,0.5,39.8764,36.9803,79.7528,73.9606,60.7517,63.6065,62.1791,0.0476,0.986,166.96,300.17
27,0.432,2.0,100.0,1.0,1.1,0.5,38.1671,35.3941,76.3343,70.7881,62.2969,65.0303,63.6636,0.0456,1.113,170.0,300.23
30,0.48,2.0,100.0,1.0,1.1,0.5,36.9044,34.2469,73.8087,68.4938,63.4385,66.06,64.7492,0.0437,1.235,173.09,300.29
33,0.528,2.0,100.0,1.0,1.1,0.5,35.9715,33.4173,71.943,66.8346,64.2818,66.8046,65.5432,0.042,1.352,176.22,300.36
36,0.576,2.0,100.0,1.0,1.1,0.5,35.2823,32.8174,70.5646,65.6347,64.9048,67.3431,66.124,0.0406,1.465,179.38,300.44
39,0.624,2.0,100.0,1.0,1.1,0.5,34.7732,32.3835,69.5463,64.767,65.3651,67.7326,66.5488,0.0395,1.575,182.57,300.53
42,0.672,2.0,100.0,1.0,1.1,0.5,34.397,32.0697,68.794,64.1395,65.7051,68.0142,66.8597,0.0385,1.681,185.77,300.62
45,0.72,2.0,100.0,1.0,1.1,0.5,34.1191,31.8428,68.2383,63.6856,65.9563,68.2179,67.0871,0.0377,1.786,188.99,300.72
48,0.768,2.0,100.0,1.0,1.1,0.5,33.9139,31.6787,67.8277,63.3574,66.1419,68.3652,67.2535,0.0371,1.888,192.21,300.82
51,0.816,2.0,100.0,1.0,1.1,0.5,33.7622,31.56,67.5244,63.1201,66.279,68.4717,67.3753,0.0365,1.989,195.44,300.93
54,0.864,2.0,100.0,1.0,1.1,0.5,33.6502,31.4742,67.3003,62.9484,66.3802,68.5487,67.4645,0.0361,2.089,198.68,301.05
57,0.912,2.0,100.0,1.0,1.1,0.5,33.5674,31.4121,67.1348,62.8243,66.4551,68.6045,67.5298,0.0358,2.188,201.92,301.17
60,0.96,2.0,100.0,1.0,1.1,0.5,33.5063,31.3673,67.0125,62.7345,66.5103,68.6447,67.5775,0.0356,2.286,205.16,301.3
63,1.008,2.0,100.0,1.0,1.1,0.5,33.4611,31.3348,66.9222,62.6696,66.5512,68.6739,67.6125,0.0354,2.383,208.4,301.43
66,1.056,2.0,100.0,1.0,1.1,0.5,33.4277,31.3113,66.8554,62.6227,66.5814,68.695,67.6382,0.0352,2.48,211.64,301.57
69,1.104,2.0,100.0,1.0,1.1,0.5,33.4031,31.2944,66.8061,62.5887,66.6036,68.7102,67.6569,0.0351,2.577,214.89,301.71
72,1.152,2.0,100.0,1.0,1.1,0.5,33.3848,31.2821,66.7697,62.5641,66.6201,68.7212,67.6707,0.035,2.673,218.13,301.86
75,1.2,2.0,100.0,1.0,1.1,0.5,33.3714,31.2732,66.7428,62.5464,66.6323,68.7292,67.6807,0.0349,2.769,221.38,302.02
78,1.248,2.0,100.0,1.0,1.1,0.5,33.3614,31.2668,66.7229,62.5335,66.6413,68.7349,67.6881,0.0349,2.865,224.62,302.18
81,1.296,2.0,100.0,1.0,1.1,0.5,33.3541,31.2621,66.7082,62.5243,66.6479,68.7391,67.6935,0.0349,2.961,227.87,302.34
84,1.344,2.0,100.0,1.0,1.1,0.5,33.3487,31.2588,66.6974,62.5175,66.6528,68.7421,67.6975,0.0348,3.057,231.11,302.52
87,1.392,2.0,100.0,1.0,1.1,0.5,33.3447,31.2563,66.6893,62.5127,66.6564,68.7443,67.7004,0.0348,3.153,234.36,302.69
90,1.44,2.0,100.0,1.0,1.1,0.5,33.3417,31.2546,66.6834,62.5092,66.6591,68.7459,67.7025,0.0348,3.248,237.6,302.87
93,1.488,2.0,100.0,1.0,1.1,0.5,33.3395,31.2533,66.679,62.5066,66.6611,68.747,67.704,0.0348,3.344,240.84,303.06
96,1.536,2.0,100.0,1.0,1.1,0.5,33.3379,31.2524,66.6758,62.5048,66.6625,68.7478,67.7052,0.0348,3.44,244.09,303.26
99,1.584,2.0,100.0,1.0,1.1,0.5,33.3367,31.2517,66.6734,62.5035,66.6636,68.7484,67.706,0.0347,3.535,247.33,303.45
102,1.632,2.0,100.0,1.0,1.1,0.5,33.3358,31.2513,66.6717,62.5025,66.6644,68.7489,67.7066,0.0347,3.631,250.58,303.66
105,1.68,2.0,100.0,1.0,1.1,0.5,33.3352,31.2509,66.6704,62.5018,66.665,68.7492,67.7071,0.0347,3.726,253.82,303.87
108,1.728,2.0,100.0,1.0,1.1,0.5,33.3347,31.2507,66.6694,62.5013,66.6654,68.7494,67.7074,0.0347,3.822,257.06,304.08
111,1.776,2.0,100.0,1.0,1.1,0.5,33.3343,31.2505,66.6687,62.5009,66.6658,68.7496,67.7077,0.0347,3.917,260.3,304.3
114,1.824,2.0,100.0,1.0,1.1,0.5,33.3341,31.2503,66.6682,62.5007,66.666,68.7497,67.7078,0.0347,4.013,263.55,304.53
117,1.872,2.0,100.0,1.0,1.1,0.5,33.3339,31.2502,66.6678,62.5005,66.6662,68.7498,67.708,0.0347,4.108,266.79,304.76
120,1.92,2.0,100.0,1.0,1.1,0.5,33.3337,31.2502,66.6675,62.5004,66.6663,68.7498,67.7081,0.0347,4.204,270.03,305.0
123,1.968,2.0,100.0,1.0,1.1,0.5,33.3336,31.2501,66.6673,62.5003,66.6664,68.7499,67.7081,0.0347,4.299,273.27,305.24
126,2.016,2.0,100.0,1.0,1.1,0.5,33.3336,31.2501,66.6671,62.5002,66.6665,68.7499,67.7082,0.0347,4.395,276.51,305.48
129,2.064,2.0,100.0,1.0,1.1,0.5,33.3335,31.2501,66.667,62.5001,66.6665,68.7499,67.7082,0.0347,4.49,279.75,305.74
132,2.112,2.0,100.0,1.0,1.1,0.5,33.3335,31.25,66.6669,62.5001,66.6666,68.75,67.7083,0.0347,4.586,282.99,306.0
135,2.16,2.0,100.0,1.0,1.1,0.5,33.3334,31.25,66.6668,62.5001,66.6666,68.75,67.7083,0.0347,4.681,286.23,306.26
138,2.208,2.0,100.0,1.0,1.1,0.5,33.3334,31.25,66.6668,62.5001,66.6666,68.75,67.7083,0.0347,4.777,289.47,306.53
141,2.256,2.0,100.0,1.0,1.1,0.5,33.3334,31.25,66.6668,62.5,66.6666,68.75,67.7083,0.0347,4.872,292.71,306.8
144,2.304,2.0,100.0,1.0,1.1,0.5,33.3334,31.25,66.6667,62.5,66.6666,68.75,67.7083,0.0347,4.968,295.95,307.08
147,2.352,2.0,100.0,1.0,1.1,0.5,33.3334,31.25,66.6667,62.5,66.6666,68.75,67.7083,0.0347,5.063,299.18,307.37
150,2.4,2.0,100.0,1.0,1.1,0.5,33.3334,31.25,66.6667,62.5,66.6666,68.75,67.7083,0.0347,5.159,302.42,307.66
153,2.448,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,5.254,305.66,307.95
156,2.496,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,5.35,308.89,308.25
159,2.544,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,5.445,312.13,308.56
162,2.592,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,5.541,315.36,308.87
165,2.64,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,5.636,318.6,309.19
168,2.688,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,5.732,321.83,309.51
171,2.736,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,5.827,325.07,309.84
174,2.784,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,5.923,328.3,310.17
177,2.832,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,6.018,331.53,310.51
180,2.88,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,6.114,334.76,310.86
183,2.928,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,6.209,337.99,311.21
186,2.976,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,6.305,341.22,311.56
189,3.024,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,6.4,344.45,311.92
192,3.072,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,6.496,347.68,312.29
195,3.12,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,6.591,350.91,312.66
198,3.168,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,6.687,354.14,313.04
201,3.216,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,6.782,357.37,313.42
204,3.264,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,6.878,360.59,313.81
207,3.312,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,6.973,363.82,314.2
210,3.36,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,7.069,367.05,314.6
213,3.408,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,7.164,370.27,315.0
216,3.456,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,7.26,373.49,315.41
219,3.504,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,7.355,376.72,315.82
222,3.552,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,7.451,379.94,316.24
225,3.6,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,7.546,383.16,316.67
228,3.648,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,7.642,386.38,317.1
231,3.696,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,7.737,389.61,317.53
234,3.744,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,7.833,392.83,317.98
237,3.792,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,7.928,396.04,318.42
240,3.84,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,8.024,399.26,318.87
243,3.888,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,8.119,402.48,319.33
246,3.936,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,8.215,405.7,319.79
249,3.984,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,8.31,408.91,320.26
252,4.032,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,8.406,412.13,320.74
255,4.08,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,8.501,415.34,321.21
258,4.128,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,8.597,418.56,321.7
261,4.176,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,8.692,421.77,322.19
264,4.224,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,8.788,424.98,322.68
267,4.272,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,8.883,428.19,323.18
270,4.32,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,8.978,431.4,323.69
273,4.368,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,9.074,434.61,324.2
276,4.416,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,9.169,437.82,324.71
279,4.464,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,9.265,441.03,325.24
282,4.512,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,9.36,444.24,325.76
285,4.56,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,9.456,447.44,326.29
288,4.608,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,9.551,450.65,326.83
291,4.656,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,9.647,453.85,327.38
294,4.704,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,9.742,457.06,327.92
297,4.752,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,9.838,460.26,328.48
300,4.8,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,9.933,463.46,329.04
303,4.848,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,10.029,466.66,329.6
306,4.896,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,10.124,469.86,330.17
309,4.944,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,10.22,473.06,330.74
312,4.992,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,10.315,476.26,331.32
315,5.04,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,10.411,479.45,331.91
318,5.088,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,10.506,482.65,332.5
321,5.136,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,10.602,485.84,333.1
324,5.184,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,10.697,489.04,333.7
327,5.232,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,10.793,492.23,334.31
330,5.28,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,10.888,495.42,334.92
333,5.328,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,10.984,498.61,335.54
336,5.376,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,11.079,501.8,336.16
339,5.424,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,11.175,504.99,336.79
342,5.472,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,11.27,508.18,337.42
345,5.52,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,11.366,511.37,338.06
348,5.568,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,11.461,514.55,338.7
351,5.616,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,11.557,517.74,339.35
354,5.664,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,11.652,520.92,340.01
357,5.712,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,11.748,524.1,340.67
360,5.76,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,11.843,527.28,341.33
363,5.808,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,11.939,530.46,342.0
366,5.856,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,12.034,533.64,342.68
369,5.904,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,12.13,536.82,343.36
372,5.952,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,12.225,540.0,344.05
375,6.0,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,12.321,543.17,344.74
378,6.048,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,12.416,546.35,345.43
381,6.096,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,12.512,549.52,346.14
384,6.144,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,12.607,552.69,346.84
387,6.192,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,12.703,555.86,347.56
390,6.24,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,12.798,559.03,348.27
393,6.288,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,12.894,562.2,349.0
396,6.336,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,12.989,565.37,349.73
399,6.384,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,13.085,568.53,350.46
402,6.432,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,13.18,571.7,351.2
405,6.48,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,13.276,574.86,351.95
408,6.528,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,13.371,578.03,352.69
411,6.576,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,13.467,581.19,353.45
414,6.624,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,13.562,584.35,354.21
417,6.672,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,13.658,587.5,354.98
420,6.72,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,13.753,590.66,355.75
423,6.768,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,13.849,593.82,356.52
426,6.816,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,13.944,596.97,357.3
429,6.864,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,14.04,600.13,358.09
432,6.912,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,14.135,603.28,358.88
435,6.96,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,14.231,606.43,359.68
438,7.008,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,14.326,609.58,360.48
441,7.056,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,14.422,612.73,361.29
444,7.104,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,14.517,615.87,362.1
447,7.152,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,14.613,619.02,362.92
450,7.2,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,14.708,622.16,363.74
453,7.248,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,14.804,625.3,364.57
456,7.296,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,14.899,628.45,365.41
459,7.344,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,14.995,631.59,366.25
462,7.392,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,15.09,634.72,367.09
465,7.44,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,15.186,637.86,367.94
468,7.488,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,15.281,641.0,368.8
471,7.536,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,15.377,644.13,369.66
474,7.584,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,15.472,647.26,370.52
477,7.632,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,15.568,650.39,371.39
480,7.68,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,15.663,653.52,372.27
483,7.728,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,15.758,656.65,373.15
486,7.776,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,15.854,659.78,374.03
489,7.824,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,15.949,662.91,374.93
492,7.872,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,16.045,666.03,375.82
495,7.92,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,16.14,669.15,376.72
498,7.968,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,16.236,672.27,377.63
501,8.016,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,16.331,675.39,378.54
504,8.064,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,16.427,678.51,379.46
507,8.112,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,16.522,681.63,380.38
510,8.16,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,16.618,684.74,381.31
513,8.208,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,16.713,687.85,382.24
516,8.256,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,16.809,690.97,383.18
519,8.304,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,16.904,694.08,384.12
522,8.352,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,17.0,697.18,385.07
525,8.4,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,17.095,700.29,386.03
528,8.448,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,17.191,703.4,386.99
531,8.496,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,17.286,706.5,387.95
534,8.544,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,17.382,709.6,388.92
537,8.592,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,17.477,712.7,389.89
540,8.64,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,17.573,715.8,390.87
543,8.688,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,17.668,718.9,391.86
546,8.736,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,17.764,721.99,392.85
549,8.784,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,17.859,725.09,393.84
552,8.832,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,17.955,728.18,394.84
